Difficulty,Title,Frequency,Acceptance Rate,Link,Topics,count
MEDIUM,Second Highest Salary,23.5,0.4386508095849322,https://leetcode.com/problems/second-highest-salary,Database,2
EASY,Valid Palindrome,34.3,0.5096353524593524,https://leetcode.com/problems/valid-palindrome,"Two Pointers, String",2
HARD,Best Time to Buy and Sell Stock IV,19.1,0.4708615439104682,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,"Array, Dynamic Programming",2
MEDIUM,Rectangle Area,13.3,0.4737387162244031,https://leetcode.com/problems/rectangle-area,"Math, Geometry",2
MEDIUM,Lowest Common Ancestor of a Binary Search Tree,28.6,0.6831069193376744,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",2
MEDIUM,Two Sum II - Input Array Is Sorted,34.6,0.6340212187293719,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted,"Array, Two Pointers, Binary Search",2
HARD,Valid Number,16.2,0.2156351250311539,https://leetcode.com/problems/valid-number,String,2
HARD,Permutation Sequence,33.9,0.4994329004732563,https://leetcode.com/problems/permutation-sequence,"Math, Recursion",2
HARD,Scramble String,9.5,0.4218190083551487,https://leetcode.com/problems/scramble-string,"String, Dynamic Programming",2
MEDIUM,Populating Next Right Pointers in Each Node,16.7,0.6544147769490073,https://leetcode.com/problems/populating-next-right-pointers-in-each-node,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree",2
EASY,Maximum Depth of Binary Tree,39.3,0.7713813958630182,https://leetcode.com/problems/maximum-depth-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",2
HARD,Longest Valid Parentheses,45.8,0.3631311456770452,https://leetcode.com/problems/longest-valid-parentheses,"String, Dynamic Programming, Stack",2
EASY,Fizz Buzz,63.3,0.7437057263879774,https://leetcode.com/problems/fizz-buzz,"Math, String, Simulation",2
EASY,Pascal's Triangle,62.3,0.770215491719448,https://leetcode.com/problems/pascals-triangle,"Array, Dynamic Programming",2
HARD,N-Queens II,16.2,0.7672955295381376,https://leetcode.com/problems/n-queens-ii,Backtracking,2
MEDIUM,Permutations II,25.4,0.615917727605333,https://leetcode.com/problems/permutations-ii,"Array, Backtracking, Sorting",2
EASY,Middle of the Linked List,100.0,0.8058170744812857,https://leetcode.com/problems/middle-of-the-linked-list,"Linked List, Two Pointers",2
EASY,Single Number,42.0,0.7596884851488054,https://leetcode.com/problems/single-number,"Array, Bit Manipulation",2
EASY,Balanced Binary Tree,41.9,0.5534204897752865,https://leetcode.com/problems/balanced-binary-tree,"Tree, Depth-First Search, Binary Tree",2
MEDIUM,Gray Code,13.1,0.6187231456205623,https://leetcode.com/problems/gray-code,"Math, Backtracking, Bit Manipulation",2
EASY,Symmetric Tree,48.0,0.5927867908424697,https://leetcode.com/problems/symmetric-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",2
MEDIUM,Ways to Make a Fair Array,40.7,0.644989189340971,https://leetcode.com/problems/ways-to-make-a-fair-array,"Array, Prefix Sum",1
MEDIUM,Swapping Nodes in a Linked List,40.7,0.6846789757668836,https://leetcode.com/problems/swapping-nodes-in-a-linked-list,"Linked List, Two Pointers",1
EASY,Print in Order,40.7,0.7158816436054449,https://leetcode.com/problems/print-in-order,Concurrency,1
MEDIUM,Minimum Size Subarray Sum,40.7,0.4939103221302616,https://leetcode.com/problems/minimum-size-subarray-sum,"Array, Binary Search, Sliding Window, Prefix Sum",1
MEDIUM,Valid Triangle Number,40.7,0.5234449388412803,https://leetcode.com/problems/valid-triangle-number,"Array, Two Pointers, Binary Search, Greedy, Sorting",1
HARD,Longest Increasing Path in a Matrix,40.7,0.5534762586302827,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization, Matrix",1
EASY,Check if Binary String Has at Most One Segment of Ones,34.3,0.3902918338056159,https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones,String,1
MEDIUM,Course Schedule,40.7,0.492342767405502,https://leetcode.com/problems/course-schedule,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",1
MEDIUM,Verify Preorder Sequence in Binary Search Tree,40.7,0.5131875685225266,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,"Array, Stack, Tree, Binary Search Tree, Recursion, Monotonic Stack, Binary Tree",1
MEDIUM,Range Sum Query 2D - Immutable,40.7,0.5652765632997782,https://leetcode.com/problems/range-sum-query-2d-immutable,"Array, Design, Matrix, Prefix Sum",1
MEDIUM,Double a Number Represented as a Linked List,40.7,0.6123579966413119,https://leetcode.com/problems/double-a-number-represented-as-a-linked-list,"Linked List, Math, Stack",1
